run,solution_idx,f1,f2,chromosome,n_evaluations,n_generations
0,0,30311.029884062737,16.822717572693545,"88,73,58,83,29,64,40,26,11,66,43,79,7,38,37,30,44,46,3,50,8,14,75,70,56,17,77,91,85,67,69,55,93,10,87,2,71,5,19,13,59,18,81,35,9,57,95,65,4,41,45,78,89,60,68,61,15,97,27,49,48,39,28,53,84,52,72,63,100,99,90,82,92,98,20,24,51,80,31,86,12,76,94,54,34,74,96,32,33,25,47,36,16,23,42,21,6,101,22,62",5000,100
0,1,30120.597504774756,17.042077278289277,"40,26,11,66,43,79,7,38,37,30,44,46,3,50,8,14,75,70,56,17,77,91,85,67,69,55,93,10,87,2,71,5,19,13,59,18,81,35,9,57,95,65,4,41,45,78,15,64,29,73,58,83,61,68,89,60,97,27,49,88,48,39,28,53,84,52,72,63,100,99,90,82,20,98,92,80,51,24,22,101,62,31,86,12,76,94,54,34,74,96,32,33,25,47,36,16,6,23,42,21",5000,100
0,2,30310.31248148636,16.932752648193322,"45,78,15,64,40,26,11,66,43,79,7,38,37,30,44,46,3,50,8,14,75,70,56,17,77,91,85,67,69,55,93,10,87,2,71,5,19,13,59,18,81,35,9,57,95,65,4,41,29,73,58,83,61,68,89,60,97,27,49,88,48,39,28,53,84,52,72,63,100,99,90,82,92,98,20,24,51,80,31,86,12,76,94,54,34,74,96,32,33,25,47,36,16,23,42,21,6,101,62,22",5000,100
0,3,30908.804049157778,13.527890690370478,"30,44,46,3,50,8,14,75,70,56,17,77,91,85,67,69,55,93,10,87,2,71,5,19,13,59,18,81,35,9,57,95,65,4,41,45,78,89,60,68,61,73,58,83,29,64,40,26,11,66,43,79,7,38,37,97,27,49,88,48,39,28,53,84,52,72,63,100,99,90,82,92,98,20,24,51,80,31,86,12,76,94,54,34,74,96,32,33,25,47,36,16,23,42,21,6,101,62,22,15",5000,100
0,4,30892.498834584454,15.42274195426206,"9,57,95,65,4,41,45,78,89,60,68,61,73,58,83,29,64,40,26,11,66,43,79,7,38,37,30,44,46,3,50,8,14,75,70,56,17,77,91,85,67,69,55,93,10,87,2,71,5,19,13,59,18,81,35,97,27,49,88,48,39,28,53,84,52,72,63,100,99,90,82,92,98,20,24,51,80,31,86,12,76,94,54,34,74,96,32,33,25,47,36,16,23,42,21,6,101,62,22,15",5000,100
0,5,30559.00598889411,16.66058987857395,"68,61,73,58,83,29,64,40,26,11,66,43,79,7,38,37,30,44,46,3,50,8,14,75,70,56,17,77,91,85,67,69,55,93,10,87,2,71,5,19,13,59,18,81,35,9,57,95,65,4,41,45,78,15,97,39,28,53,84,52,72,63,100,99,90,48,27,49,88,60,89,31,86,12,76,94,54,34,74,96,32,33,25,47,36,16,23,42,21,6,20,98,92,82,22,101,62,24,51,80",5000,100
1,0,33407.446798108256,13.196464817270927,"59,13,73,58,83,29,64,15,78,89,60,61,68,49,27,48,39,99,90,53,92,82,72,52,84,101,22,24,20,98,100,63,28,62,57,95,35,81,18,9,71,85,91,77,67,87,69,55,93,10,17,56,70,75,14,8,79,66,43,11,26,40,97,4,65,45,41,21,36,6,16,23,86,12,51,80,31,33,25,47,76,94,74,54,34,96,32,42,2,19,5,3,46,7,38,30,37,44,50,88",5000,100
1,1,31456.6352230818,14.825300699018774,"28,9,57,95,65,4,97,45,41,18,81,35,14,8,66,43,79,88,39,48,27,49,64,15,78,89,60,68,61,73,58,83,29,26,11,40,19,5,21,36,16,23,42,96,54,34,94,76,31,86,12,20,24,80,51,22,101,62,98,92,82,53,84,52,72,63,100,99,90,59,13,47,25,33,32,74,71,87,69,55,93,77,56,70,75,17,10,2,67,85,91,6,37,30,44,46,3,50,38,7",5000,100
1,2,31917.254172916793,14.070317717303826,"47,25,33,32,96,34,54,74,94,76,31,86,12,80,51,24,20,62,101,22,98,92,82,53,84,52,72,63,100,99,90,39,48,27,49,88,83,58,73,61,68,60,89,78,15,64,29,11,26,40,19,5,85,91,77,56,70,75,17,10,93,55,69,87,2,71,67,14,8,50,38,7,37,30,44,46,3,13,59,45,41,4,65,35,18,81,9,57,95,97,28,6,16,23,42,21,36,43,79,66",5000,100
1,3,30744.61489209966,15.345718687802936,"8,50,38,7,37,30,44,46,3,66,26,11,40,19,5,85,91,77,56,70,75,17,10,93,55,69,87,2,71,67,14,29,43,79,41,4,65,35,18,81,9,57,95,97,28,53,84,52,72,63,100,99,90,39,48,27,49,88,83,58,73,61,68,60,89,78,15,64,13,59,45,21,36,47,25,33,32,96,34,54,74,94,76,31,86,12,80,51,24,20,62,101,22,98,92,82,42,23,16,6",5000,100
2,0,31105.999166089136,12.939567147288338,"25,33,32,96,34,54,74,94,76,31,86,12,80,51,24,20,62,101,22,9,18,81,35,65,4,97,95,57,41,45,89,60,68,61,73,58,83,29,43,79,7,38,30,37,44,46,3,50,8,5,19,13,59,6,16,23,42,21,36,47,55,93,10,17,56,70,75,14,77,91,85,67,69,87,2,71,40,26,11,66,64,15,78,88,49,27,39,28,98,92,82,53,84,52,72,63,100,99,90,48",5000,100
2,1,30145.974062377703,15.519696175755346,"27,48,39,28,98,92,82,53,84,52,72,63,100,99,90,6,16,23,42,21,36,47,25,33,32,96,34,54,74,94,76,31,86,12,80,51,24,20,62,101,22,9,18,81,35,65,4,97,95,57,41,45,89,60,68,61,73,58,83,29,15,64,40,26,11,66,43,79,7,38,30,37,44,46,3,50,8,5,19,13,59,78,88,49,71,87,2,10,17,56,70,75,14,77,91,85,67,69,55,93",5000,100
2,2,30103.800025749402,16.75890716567626,"9,18,81,35,65,4,97,95,57,41,45,89,60,68,61,73,58,83,29,15,64,40,26,11,66,43,79,7,38,30,37,44,46,3,50,8,5,19,13,59,6,16,23,42,21,36,47,25,33,32,96,34,54,74,94,76,31,86,12,80,51,24,20,62,101,22,92,82,53,84,52,72,63,100,99,90,39,28,98,78,88,49,27,48,2,10,17,56,70,75,14,77,91,85,67,69,55,93,87,71",5000,100
2,3,30248.904243699646,14.697068637337592,"2,10,17,56,70,75,14,77,91,85,67,69,55,93,87,71,21,36,47,25,33,32,96,34,54,74,94,76,31,86,12,80,51,24,20,62,101,22,9,18,81,35,65,4,97,95,57,41,45,89,60,68,61,73,58,83,29,15,64,40,26,11,66,43,79,7,38,30,37,44,46,3,50,8,5,19,13,59,6,16,23,42,78,88,49,27,48,39,28,98,92,82,53,84,52,72,63,100,99,90",5000,100
3,0,34456.21595549573,13.964377054871164,"47,36,42,23,16,6,89,78,15,64,88,72,63,100,99,90,49,27,48,38,7,79,43,66,29,11,26,40,58,73,68,61,83,53,82,92,98,20,62,101,95,57,97,60,45,19,41,65,4,70,75,56,17,91,85,77,93,55,67,69,10,87,2,71,50,37,30,44,46,3,8,14,5,13,59,81,18,35,9,22,51,80,12,86,31,76,96,32,33,25,84,52,28,39,21,34,54,74,94,24",5000,100
3,1,33591.43694899776,15.85412094727114,"51,80,31,86,12,20,24,22,101,62,98,92,82,53,84,52,72,63,100,99,90,48,27,49,88,58,73,83,61,68,60,89,78,15,64,40,11,26,66,43,79,38,7,30,37,44,46,50,3,8,14,70,75,17,56,77,91,85,67,69,55,93,10,87,2,71,59,13,6,25,47,36,21,42,23,16,45,41,4,65,35,18,81,9,57,95,97,39,28,54,34,96,32,33,29,5,19,74,94,76",5000,100
