run,solution_idx,f1,f2,chromosome,n_evaluations,n_generations
0,0,44268.56114857854,8.544227673149413,"68,43,76,97,18,17,70,67,24,101,53,61,25,28,89,83,5,54,86,31,57,39,20,51,75,64,3,59,36,81,47,69,55,22,23,16,32,33,45,6,92,9,35,65,13,12,82,90,100,98,2,56,42,95,38,60,37,50,29,66,10,34,74,62,71,77,14,26,44,58,78,85,91,96,21,11,93,79,48,46,8,7,52,84,15,19,40,87,4,88,30,49,99,63,72,27,73,41,94,80",20100,200
0,1,44291.03456977754,8.354013455598844,"68,43,4,97,18,17,70,67,24,101,53,61,25,28,89,83,5,54,86,31,57,39,20,51,75,64,3,59,36,81,47,69,55,22,23,16,32,33,45,6,92,9,35,65,13,12,82,90,100,98,2,56,42,95,38,60,37,50,29,66,10,34,74,62,71,77,14,26,44,58,78,85,91,96,21,11,93,79,48,46,8,7,52,84,15,19,40,87,76,88,30,49,99,63,72,27,73,41,94,80",20100,200
0,2,51644.23125075083,5.788249003853604,"68,43,54,58,55,76,70,56,67,44,38,14,74,32,85,7,101,18,52,97,87,69,96,71,39,22,25,62,4,16,10,61,91,60,84,15,19,79,59,93,21,33,47,81,36,24,3,64,75,57,28,98,100,37,66,50,29,11,42,2,92,6,45,8,46,20,23,78,95,31,86,17,34,51,89,5,26,77,9,35,65,13,12,82,90,48,40,53,83,88,30,49,99,63,72,27,73,41,94,80",20100,200
0,3,43127.916555832,10.925244591667278,"68,43,76,97,18,17,77,55,22,23,16,32,91,85,15,61,53,101,24,67,70,14,19,36,59,3,44,75,64,26,47,69,71,62,54,5,78,89,28,83,58,51,20,39,57,31,86,74,34,10,95,38,60,37,50,29,66,42,56,2,98,100,90,82,12,13,65,35,9,92,6,45,33,96,21,11,93,79,48,46,8,7,52,84,25,81,40,87,4,88,30,49,99,63,72,27,73,41,94,80",20100,200
0,4,43302.80781285057,9.74332581612581,"68,43,76,97,18,17,77,55,22,23,16,32,91,85,15,61,53,101,24,67,70,14,19,36,59,3,44,75,64,26,47,69,71,62,54,5,35,9,28,83,58,51,20,39,57,31,86,74,34,10,95,38,60,37,50,29,66,42,56,2,98,100,90,82,12,13,65,78,89,92,6,45,33,96,21,11,93,79,48,46,8,7,52,84,25,81,40,87,4,88,30,49,99,63,72,27,73,41,94,80",20100,200
0,5,44291.03456977754,8.354013455598844,"68,43,4,97,18,17,70,67,24,101,53,61,25,28,89,83,5,54,86,31,57,39,20,51,75,64,3,59,36,81,47,69,55,22,23,16,32,33,45,6,92,9,35,65,13,12,82,90,100,98,2,56,42,95,38,60,37,50,29,66,10,34,74,62,71,77,14,26,44,58,78,85,91,96,21,11,93,79,48,46,8,7,52,84,15,41,73,27,72,63,99,49,30,88,76,87,40,19,94,80",20100,200
0,6,44301.02117499467,7.955472381721059,"68,43,4,97,18,17,70,67,24,101,28,25,61,53,89,83,5,54,86,31,57,39,20,51,75,64,3,59,36,81,47,69,55,22,23,16,32,91,85,78,58,44,26,14,77,71,62,74,34,10,66,29,50,37,60,38,95,42,56,2,98,100,90,82,12,13,65,35,9,92,6,45,33,96,21,11,93,79,48,46,8,7,52,84,15,41,73,27,72,63,99,49,30,88,76,87,40,19,94,80",20100,200
0,7,49713.88109806686,6.199386901878578,"68,43,58,76,54,55,70,56,67,44,38,14,74,32,85,7,101,18,52,97,87,69,96,71,39,22,25,62,4,16,10,61,91,60,84,15,19,79,59,93,21,33,47,81,36,24,3,64,75,57,28,98,100,37,66,50,29,11,42,2,92,6,45,8,46,20,23,78,95,31,86,17,34,51,89,5,26,77,9,35,65,13,12,82,90,48,40,53,83,88,30,49,99,63,72,27,73,41,94,80",20100,200
0,8,49635.25802934179,6.290886670576797,"68,43,58,76,54,55,70,56,67,44,38,14,74,32,85,7,101,18,52,97,87,69,96,71,39,22,25,62,4,16,10,61,91,60,84,15,19,79,59,93,21,33,47,81,36,24,3,64,75,57,28,98,100,37,66,50,29,11,42,2,92,6,45,8,46,20,23,78,95,31,86,17,34,51,89,5,26,77,9,35,65,13,12,82,90,48,40,83,53,88,30,49,99,63,72,27,73,41,94,80",20100,200
0,9,49612.81799750541,6.579478764790303,"68,43,58,76,54,55,70,56,67,44,38,14,74,32,85,7,101,18,52,97,87,69,96,37,39,22,25,62,4,16,10,61,91,60,84,15,19,79,59,93,21,33,47,81,36,24,3,64,75,57,28,98,100,71,50,66,29,11,42,2,92,6,45,8,46,20,23,78,95,31,86,17,34,51,89,5,26,77,9,35,65,13,12,82,90,48,40,83,53,88,30,49,99,63,72,27,73,41,94,80",20100,200
0,10,49520.6904412964,6.979836118770838,"68,43,58,76,54,55,70,56,67,44,38,14,74,32,85,7,101,18,52,97,87,69,96,4,83,25,22,39,71,16,10,61,91,60,84,15,19,79,59,93,21,33,47,81,36,24,3,64,75,57,28,98,100,37,66,50,29,11,42,2,92,6,45,8,46,20,23,78,95,31,86,17,34,51,89,5,26,77,9,35,65,13,12,82,90,48,40,53,62,88,30,49,99,63,72,27,73,41,94,80",20100,200
0,11,44268.56114857854,8.544227673149413,"3,64,75,51,20,39,57,31,86,54,5,83,89,28,25,61,53,101,24,67,70,17,18,97,76,43,68,59,36,81,47,69,55,22,23,16,32,33,45,6,92,9,35,65,13,12,82,90,100,98,2,56,42,95,38,60,37,50,29,66,10,34,74,62,71,77,14,26,44,58,78,85,91,96,21,11,93,79,48,46,8,7,52,84,15,19,40,87,4,88,30,49,99,63,72,27,73,41,94,80",20100,200
0,12,49625.50808253252,6.514015501914597,"68,43,58,76,54,55,70,56,67,44,38,14,74,32,85,7,101,18,52,97,87,69,96,71,39,22,25,62,4,16,10,61,91,60,84,15,19,79,59,93,21,33,47,81,36,24,3,64,75,57,28,98,100,37,50,66,29,11,42,2,92,6,45,8,46,20,23,78,95,31,86,17,34,51,89,5,26,77,9,35,65,13,12,82,90,48,40,83,53,88,30,49,99,63,72,27,73,41,94,80",20100,200
