run,solution_idx,f1,f2,n_evaluations,n_generations
0,0,684383.9707739011,49.70961199497898,10050,200
0,1,742502.4303002525,48.30333519911461,10050,200
1,0,654657.3962031417,54.76252745792735,10050,200
1,1,666456.2744353996,48.980052314093726,10050,200
1,2,671143.2124696989,47.01053040687589,10050,200
2,0,777968.8226446346,52.322089792428145,10050,200
3,0,533594.9069175844,40.15374580869307,10050,200
4,0,763888.7108906078,52.385228751605396,10050,200
4,1,726109.9120863469,52.902856173915836,10050,200
5,0,661142.380807397,48.024194969506105,10050,200
6,0,571759.3404244485,39.25898300916085,10050,200
7,0,678723.1209875012,49.32760070546737,10050,200
7,1,680190.7728470992,46.6141486892627,10050,200
8,0,680240.4534488256,48.54655236897447,10050,200
8,1,715230.0841812824,48.12127009756153,10050,200
8,2,643045.8108373041,49.39681694898324,10050,200
9,0,604947.4216014501,44.347002557134225,10050,200
10,0,707851.4385203687,56.32683367062297,10050,200
10,1,709424.823603616,49.36475319521705,10050,200
11,0,674031.1765002178,51.97585948433948,10050,200
11,1,685796.5056311912,50.06097362464012,10050,200
12,0,532957.1435315509,40.670641502770934,10050,200
13,0,629145.6606354789,46.33262556080785,10050,200
13,1,659120.116132535,45.713369940948624,10050,200
13,2,566764.9943902681,46.35959654006951,10050,200
14,0,722526.5845211184,51.00262490219087,10050,200
14,1,720389.5413558277,53.00986252284907,10050,200
15,0,615200.6704134532,44.07305768358087,10050,200
16,0,677011.5618927483,44.65722502477713,10050,200
16,1,624917.6828353052,45.068355148623624,10050,200
17,0,670873.3706196119,46.30623874720965,10050,200
18,0,741647.6806354468,51.88813793175365,10050,200
18,1,748691.525745915,51.57293618666267,10050,200
19,0,645099.0535595327,51.334317871751495,10050,200
19,1,693553.0514020214,47.21276866157457,10050,200
19,2,669704.8924973828,48.985156166856896,10050,200
20,0,620051.1538186882,44.672772868968735,10050,200
21,0,631663.949005227,44.63856046342572,10050,200
22,0,653377.4877127856,49.369817277610935,10050,200
23,0,706209.9859688976,49.00159829844807,10050,200
23,1,637406.7962079092,49.63243755876485,10050,200
24,0,639221.6995219536,51.577783462587654,10050,200
24,1,680970.5869097533,48.97608228311519,10050,200
24,2,659064.716277836,49.66432849330954,10050,200
25,0,667372.1496772033,49.04069707024771,10050,200
25,1,666533.5144779286,50.86628409884775,10050,200
25,2,674650.0120883752,47.58432249085386,10050,200
26,0,595387.9995577147,42.798506882343744,10050,200
27,0,688131.6819322989,50.28464501904491,10050,200
28,0,645064.0826017357,48.70136858928233,10050,200
28,1,630314.6029005741,57.24014686896118,10050,200
29,0,688909.8952193655,57.19159779219926,10050,200
29,1,717242.0343130362,51.234655938493454,10050,200
29,2,695387.9202629279,52.642304198790775,10050,200
30,0,724975.7587749513,48.240036072197476,10050,200
30,1,693477.5105127326,48.77887717060215,10050,200
