run,solution_idx,f1,f2,n_evaluations,n_generations
0,0,446223.31195802626,48.81357181050582,10050,200
1,0,630181.9428078814,63.17006490887686,10050,200
1,1,624141.9951313196,72.63287150917716,10050,200
2,0,572554.7586075363,68.91128204364949,10050,200
3,0,609262.4902012924,62.30566236009515,10050,200
3,1,578570.0272955032,64.80915314491423,10050,200
4,0,501797.4212872315,58.50177006374864,10050,200
5,0,640673.6081363277,65.60484404470586,10050,200
5,1,636085.9461978242,67.2543634888029,10050,200
5,2,584023.3310232233,69.96809289718163,10050,200
6,0,561262.4522149271,62.12267163734144,10050,200
7,0,587887.4026976733,63.83629441945311,10050,200
8,0,613447.4475792586,65.99064170698303,10050,200
9,0,619395.1799030888,69.2931022805924,10050,200
10,0,628398.7768105236,71.68571486688496,10050,200
10,1,643445.6951164977,68.55426952292967,10050,200
11,0,487756.63503247045,59.603782990222705,10050,200
12,0,570754.4526880815,65.26098039510421,10050,200
13,0,485178.05465466715,57.776720297054105,10050,200
14,0,638097.9669870186,76.418857070597,10050,200
14,1,642308.9646796358,75.2232279529976,10050,200
14,2,642973.9383795647,69.62589168477061,10050,200
14,3,618763.5897943572,80.47787192652702,10050,200
15,0,500616.1561462424,62.058249502873885,10050,200
15,1,557891.3574262314,59.172461310264865,10050,200
16,0,558202.993517265,65.67632889797353,10050,200
17,0,603859.6478292547,63.97532114789524,10050,200
17,1,534246.9381301047,65.15067878959944,10050,200
17,2,549691.1184180849,65.02422170456194,10050,200
18,0,510502.499940756,57.86452500831464,10050,200
19,0,577943.9942688862,70.06861598993919,10050,200
19,1,587567.5412563467,68.00901654457994,10050,200
20,0,542247.747125592,56.039781410991566,10050,200
21,0,626698.1642980793,70.39610036603989,10050,200
22,0,637702.7036323926,64.57371596012892,10050,200
22,1,599902.0560346583,67.96602222813097,10050,200
23,0,690647.5531906219,72.89662981958257,10050,200
23,1,639717.1620645635,75.66675029754956,10050,200
23,2,760787.3934273439,72.4430504750468,10050,200
23,3,674872.6589842327,73.16732262828616,10050,200
23,4,654339.2131557451,74.75907061389444,10050,200
24,0,468863.95279323554,51.98812165196401,10050,200
25,0,582711.353208927,63.00912162761852,10050,200
26,0,608534.5194846893,63.335457506161525,10050,200
26,1,539459.2772545508,65.58021647493555,10050,200
27,0,627454.0353732512,73.7620614948927,10050,200
27,1,646887.4038061643,67.76085908301812,10050,200
27,2,681106.7554769893,67.37549332354989,10050,200
27,3,633168.3438596437,70.31956851386626,10050,200
28,0,452354.5358680569,55.172416678356385,10050,200
29,0,550684.8688763793,58.277810995591366,10050,200
29,1,522246.38755198393,64.16142041618534,10050,200
30,0,667200.6050002784,68.7268519395061,10050,200
30,1,661293.7157163097,68.95145578186055,10050,200
30,2,651908.8683384163,71.57134273291032,10050,200
