run,solution_idx,f1,f2,n_evaluations,n_generations
0,0,200541.45100713574,15.495341235351999,10050,200
1,0,213578.53088131806,16.599566259393647,10050,200
2,0,202149.8837036834,15.158680681378575,10050,200
3,0,192471.1370674345,13.327625444917036,10050,200
3,1,184432.10413839653,15.06338607352278,10050,200
3,2,185043.47390662314,15.004852548425793,10050,200
4,0,216984.27200357767,18.777262846325605,10050,200
5,0,206991.12702825878,15.318798908530656,10050,200
5,1,204851.70648223915,15.993298596599764,10050,200
6,0,277445.40682045755,21.279699245994994,10050,200
6,1,263170.0735525455,21.797834754855813,10050,200
7,0,241348.81653139376,18.450626005640025,10050,200
7,1,232145.9583508686,19.72880128137541,10050,200
8,0,210219.52511157293,16.781704323458925,10050,200
8,1,222111.51692895166,16.688487049460175,10050,200
9,0,223285.4420126062,18.122516381562466,10050,200
10,0,267459.4812568385,21.10036966500824,10050,200
11,0,203658.12820942112,16.33234826961512,10050,200
12,0,192557.06858573528,13.09143231277617,10050,200
13,0,244906.87786057524,20.154046740047022,10050,200
13,1,243828.95212282374,20.377085169375917,10050,200
14,0,202832.96904474887,15.753907451803823,10050,200
15,0,235798.86183615174,18.970123879405744,10050,200
16,0,197032.32536636246,14.884407949260192,10050,200
17,0,199533.83517974283,14.522589300809964,10050,200
17,1,195434.8665823526,15.73866576301816,10050,200
18,0,245518.482918474,19.05637950923522,10050,200
18,1,234003.2957623468,19.81579168239311,10050,200
19,0,255413.83911853988,19.966612131255516,10050,200
19,1,245160.82836163967,20.56855852995051,10050,200
20,0,221278.90631082316,17.36967472349439,10050,200
20,1,239485.68672581116,17.307385706686034,10050,200
21,0,177535.0740068511,13.011748537379594,10050,200
22,0,237331.40133119273,19.035377590160905,10050,200
22,1,223566.65893473115,20.04059879344926,10050,200
23,0,246016.39191051712,19.60065305034503,10050,200
23,1,246430.3605966901,18.4376137284628,10050,200
24,0,180664.4083667248,14.591285070205435,10050,200
25,0,210985.72116622748,16.817419540464584,10050,200
25,1,211313.43348365574,16.548885158825655,10050,200
26,0,212371.56990310794,17.394987783841643,10050,200
26,1,197042.7915368025,17.500445708609824,10050,200
27,0,236550.84997813948,17.958440912284118,10050,200
28,0,239854.736001972,18.79216858161931,10050,200
28,1,233578.45186181949,19.02066244903158,10050,200
28,2,237349.11076188833,18.9300184891616,10050,200
29,0,237671.5989079482,19.029072494475393,10050,200
30,0,219933.86514648408,19.385190223466985,10050,200
