run,solution_idx,f1,f2,n_evaluations,n_generations
0,0,313933.22465574805,26.398969676864283,5000,100
1,0,265979.8958189562,21.54311026755422,5000,100
1,1,265979.8958189562,21.54311026755422,5000,100
1,2,265979.8958189562,21.54311026755422,5000,100
1,3,265979.8958189562,21.54311026755422,5000,100
1,4,265979.8958189562,21.54311026755422,5000,100
1,5,265979.8958189562,21.54311026755422,5000,100
1,6,265979.8958189562,21.54311026755422,5000,100
1,7,265979.8958189562,21.54311026755422,5000,100
1,8,265979.8958189562,21.54311026755422,5000,100
1,9,265979.8958189562,21.54311026755422,5000,100
1,10,265979.8958189562,21.54311026755422,5000,100
1,11,265979.8958189562,21.54311026755422,5000,100
1,12,265979.8958189562,21.54311026755422,5000,100
1,13,265979.8958189562,21.54311026755422,5000,100
1,14,265979.8958189562,21.54311026755422,5000,100
1,15,265979.8958189562,21.54311026755422,5000,100
1,16,265979.8958189562,21.54311026755422,5000,100
1,17,265979.8958189562,21.54311026755422,5000,100
1,18,265979.8958189562,21.54311026755422,5000,100
1,19,265979.8958189562,21.54311026755422,5000,100
1,20,265979.8958189562,21.54311026755422,5000,100
1,21,265979.8958189562,21.54311026755422,5000,100
1,22,265979.8958189562,21.54311026755422,5000,100
1,23,265979.8958189562,21.54311026755422,5000,100
1,24,265979.8958189562,21.54311026755422,5000,100
1,25,265979.8958189562,21.54311026755422,5000,100
1,26,265979.8958189562,21.54311026755422,5000,100
1,27,265979.8958189562,21.54311026755422,5000,100
1,28,265979.8958189562,21.54311026755422,5000,100
1,29,265979.8958189562,21.54311026755422,5000,100
1,30,265979.8958189562,21.54311026755422,5000,100
1,31,265979.8958189562,21.54311026755422,5000,100
1,32,265979.8958189562,21.54311026755422,5000,100
1,33,265979.8958189562,21.54311026755422,5000,100
1,34,265979.8958189562,21.54311026755422,5000,100
1,35,265979.8958189562,21.54311026755422,5000,100
1,36,265979.8958189562,21.54311026755422,5000,100
1,37,265979.8958189562,21.54311026755422,5000,100
1,38,265979.8958189562,21.54311026755422,5000,100
1,39,265979.8958189562,21.54311026755422,5000,100
1,40,265979.8958189562,21.54311026755422,5000,100
1,41,265979.8958189562,21.54311026755422,5000,100
1,42,265979.8958189562,21.54311026755422,5000,100
1,43,265979.8958189562,21.54311026755422,5000,100
1,44,265979.8958189562,21.54311026755422,5000,100
1,45,265979.8958189562,21.54311026755422,5000,100
1,46,265979.8958189562,21.54311026755422,5000,100
1,47,265979.8958189562,21.54311026755422,5000,100
1,48,265979.8958189562,21.54311026755422,5000,100
1,49,265979.8958189562,21.54311026755422,5000,100
1,50,265979.8958189562,21.54311026755422,5000,100
1,51,265979.8958189562,21.54311026755422,5000,100
1,52,265979.8958189562,21.54311026755422,5000,100
