run,solution_idx,f1,f2,n_evaluations,n_generations
0,0,457130.7996549832,48.60353129596521,5000,100
1,0,348795.2350034962,41.79523556550832,5000,100
1,1,348795.2350034962,41.79523556550832,5000,100
1,2,348795.2350034962,41.79523556550832,5000,100
1,3,348795.2350034962,41.79523556550832,5000,100
1,4,348795.2350034962,41.79523556550832,5000,100
1,5,348795.2350034962,41.79523556550832,5000,100
1,6,348795.2350034962,41.79523556550832,5000,100
1,7,348795.2350034962,41.79523556550832,5000,100
1,8,348795.2350034962,41.79523556550832,5000,100
1,9,348795.2350034962,41.79523556550832,5000,100
1,10,348795.2350034962,41.79523556550832,5000,100
1,11,348795.2350034962,41.79523556550832,5000,100
1,12,348795.2350034962,41.79523556550832,5000,100
1,13,348795.2350034962,41.79523556550832,5000,100
1,14,348795.2350034962,41.79523556550832,5000,100
1,15,348795.2350034962,41.79523556550832,5000,100
1,16,348795.2350034962,41.79523556550832,5000,100
1,17,348795.2350034962,41.79523556550832,5000,100
1,18,348795.2350034962,41.79523556550832,5000,100
1,19,348795.2350034962,41.79523556550832,5000,100
1,20,348795.2350034962,41.79523556550832,5000,100
1,21,348795.2350034962,41.79523556550832,5000,100
1,22,348795.2350034962,41.79523556550832,5000,100
1,23,348795.2350034962,41.79523556550832,5000,100
1,24,348795.2350034962,41.79523556550832,5000,100
1,25,348795.2350034962,41.79523556550832,5000,100
1,26,348795.2350034962,41.79523556550832,5000,100
1,27,348795.2350034962,41.79523556550832,5000,100
1,28,348795.2350034962,41.79523556550832,5000,100
1,29,348795.2350034962,41.79523556550832,5000,100
1,30,348795.2350034962,41.79523556550832,5000,100
1,31,348795.2350034962,41.79523556550832,5000,100
1,32,348795.2350034962,41.79523556550832,5000,100
1,33,348795.2350034962,41.79523556550832,5000,100
1,34,348795.2350034962,41.79523556550832,5000,100
1,35,348795.2350034962,41.79523556550832,5000,100
1,36,348795.2350034962,41.79523556550832,5000,100
1,37,348795.2350034962,41.79523556550832,5000,100
1,38,348795.2350034962,41.79523556550832,5000,100
1,39,348795.2350034962,41.79523556550832,5000,100
1,40,348795.2350034962,41.79523556550832,5000,100
1,41,348795.2350034962,41.79523556550832,5000,100
1,42,348795.2350034962,41.79523556550832,5000,100
1,43,348795.2350034962,41.79523556550832,5000,100
1,44,348795.2350034962,41.79523556550832,5000,100
1,45,348795.2350034962,41.79523556550832,5000,100
1,46,348795.2350034962,41.79523556550832,5000,100
1,47,348795.2350034962,41.79523556550832,5000,100
1,48,348795.2350034962,41.79523556550832,5000,100
1,49,348795.2350034962,41.79523556550832,5000,100
1,50,348795.2350034962,41.79523556550832,5000,100
1,51,348795.2350034962,41.79523556550832,5000,100
1,52,348795.2350034962,41.79523556550832,5000,100
1,53,348795.2350034962,41.79523556550832,5000,100
1,54,348795.2350034962,41.79523556550832,5000,100
1,55,348795.2350034962,41.79523556550832,5000,100
1,56,348795.2350034962,41.79523556550832,5000,100
1,57,348795.2350034962,41.79523556550832,5000,100
1,58,348795.2350034962,41.79523556550832,5000,100
1,59,348795.2350034962,41.79523556550832,5000,100
1,60,348795.2350034962,41.79523556550832,5000,100
